round,race,race_laps,driver,stint,compound,clean_laps,start_lap,race_fraction,deg_old,deg_per_lap,pace_at_age5
7,Barcelona,66,ALB,1,MEDIUM,11,2,0.030303030303030304,0.18894545454545644,0.21532518256965233,83.8303713673937
7,Barcelona,66,ALB,2,HARD,14,15,0.22727272727272727,0.2253558441558425,0.25173557218004133,84.05644029924073
7,Barcelona,66,ALB,4,SOFT,14,36,0.5454545454545454,0.1456349650349617,0.1720146930591611,83.65749610623034
7,Barcelona,66,ALO,1,HARD,19,2,0.030303030303030304,0.13944306220095531,0.16582279022514881,84.64134553007314
7,Barcelona,66,ALO,2,HARD,15,23,0.3484848484848485,0.08697370129870723,0.11335342932290286,85.11479630525244
7,Barcelona,66,ANT,1,MEDIUM,12,2,0.030303030303030304,0.19590559440559166,0.22228532242978727,80.78367253289485
7,Barcelona,66,ANT,2,HARD,21,16,0.24242424242424243,0.09764285714285732,0.12402258516705396,81.00752868527354
7,Barcelona,66,ANT,3,HARD,20,39,0.5909090909090909,0.11172391908960219,0.13810364711379872,81.05387538807386
7,Barcelona,66,BEA,1,MEDIUM,16,2,0.030303030303030304,0.13101991978609884,0.15739964781029495,83.6779055919926
7,Barcelona,66,BEA,2,HARD,9,20,0.30303030303030304,0.17741060606060333,0.2037903340847992,83.93588879506154
7,Barcelona,66,BEA,3,SOFT,29,29,0.4393939393939394,0.026133160908444444,0.05251288893264187,84.25118166881828
7,Barcelona,66,BOR,1,MEDIUM,13,2,0.030303030303030304,0.19565034965034994,0.222030077674546,83.66353500375733
7,Barcelona,66,BOR,2,HARD,16,17,0.25757575757575757,0.2545493315508063,0.28092905957500014,82.81737825032347
7,Barcelona,66,BOR,3,HARD,16,35,0.5303030303030303,0.07720048701299016,0.10358021503718413,83.66097674284153
7,Barcelona,66,BOT,1,MEDIUM,12,2,0.030303030303030304,0.32117832167831967,0.3475580497025153,84.6373240480464
7,Barcelona,66,COL,1,SOFT,10,2,0.030303030303030304,0.26076363636363975,0.28714336438783533,83.08048045830282
7,Barcelona,66,COL,2,HARD,20,14,0.21212121212121213,0.07686336295283612,0.10324309097703462,83.09408442630877
7,Barcelona,66,COL,3,HARD,24,36,0.5454545454545454,0.05462921087160178,0.08100893889579645,83.65058014958227
7,Barcelona,66,GAS,1,MEDIUM,12,2,0.030303030303030304,0.19559090909090474,0.22197063711510442,83.12229257951492
7,Barcelona,66,GAS,2,HARD,23,16,0.24242424242424243,0.1344683794466394,0.1608481074708336,82.68871285617513
7,Barcelona,66,GAS,3,HARD,21,42,0.6363636363636364,0.09300845330486718,0.11938818132906241,83.15724262294125
7,Barcelona,66,HAD,1,MEDIUM,13,2,0.030303030303030304,0.10945254745255083,0.13583227547674417,82.70597456419692
7,Barcelona,66,HAD,2,HARD,15,17,0.25757575757575757,0.1651415584415639,0.1915212864657578,81.69814953883885
7,Barcelona,66,HAD,3,HARD,21,34,0.5151515151515151,0.11564314140032302,0.1420228694245174,81.84054977107843
7,Barcelona,66,HAM,1,SOFT,9,2,0.030303030303030304,0.2630439393939419,0.2894236674181363,80.09048211336551
7,Barcelona,66,HAM,2,HARD,14,13,0.19696969696969696,0.16082397602397552,0.1872037040481692,80.8265164076279
7,Barcelona,66,HAM,3,MEDIUM,11,29,0.4393939393939394,0.11918181818181821,0.1455615462060113,80.62487856950152
7,Barcelona,66,HAM,4,HARD,21,43,0.6515151515151515,0.11025129317020324,0.13663102119439843,80.90203617426091
7,Barcelona,66,HUL,1,SOFT,11,2,0.030303030303030304,0.2442454545454551,0.27062518256965246,82.52995318557551
7,Barcelona,66,HUL,2,HARD,14,15,0.22727272727272727,0.07246573426573397,0.09884546228993063,83.28591282671324
7,Barcelona,66,LAW,1,MEDIUM,9,2,0.030303030303030304,0.2600939393939352,0.28647366741813407,82.52327944820176
7,Barcelona,66,LAW,2,HARD,22,13,0.19696969696969696,0.06887464709203887,0.09525437511623443,83.25001579519689
7,Barcelona,66,LAW,3,HARD,23,37,0.5606060606060606,0.039946503496502604,0.06632623152069997,83.87608588290153
7,Barcelona,66,LEC,1,MEDIUM,14,2,0.030303030303030304,0.13783716283716188,0.16421689086135796,81.2842932455156
7,Barcelona,66,LEC,2,HARD,21,18,0.2727272727272727,0.11239870129870087,0.1387784293228978,81.2363089205427
7,Barcelona,66,LEC,3,HARD,20,42,0.6363636363636364,0.1623543403964456,0.18873406842064122,81.15360502554582
7,Barcelona,66,LIN,1,MEDIUM,20,2,0.030303030303030304,0.12848215994531953,0.1548618879695156,83.14472823684002
7,Barcelona,66,LIN,2,HARD,13,24,0.36363636363636365,0.08139210789210975,0.1077718359163046,84.02027913017976
7,Barcelona,66,LIN,3,HARD,22,41,0.6212121212121212,0.053347307423236845,0.07972703544743169,83.3437527833966
7,Barcelona,66,NOR,1,MEDIUM,11,2,0.030303030303030304,0.15075454545454864,0.1771342734787423,81.04011682193916
7,Barcelona,66,NOR,2,HARD,20,15,0.22727272727272727,0.1033174982911845,0.1296972263153801,81.021039547361
7,Barcelona,66,NOR,3,HARD,23,37,0.5606060606060606,0.11565188790948346,0.14203161593368183,80.86896244026794
7,Barcelona,66,OCO,1,SOFT,11,2,0.030303030303030304,0.2703181818181861,0.29669790984238076,83.40008045830278
7,Barcelona,66,OCO,2,HARD,19,15,0.22727272727272727,0.2029500797448149,0.22932980776901185,83.49279969773693
7,Barcelona,66,OCO,3,MEDIUM,19,36,0.5454545454545454,0.20541229643845696,0.231792024462649,83.11611887602596
7,Barcelona,66,PER,1,SOFT,10,2,0.030303030303030304,0.21842424242424477,0.24480397044843977,84.01738954921187
7,Barcelona,66,PER,2,HARD,17,14,0.21212121212121213,0.2045189393939397,0.2308986674181345,84.24515479708869
7,Barcelona,66,PER,4,MEDIUM,19,41,0.6212121212121212,0.1001227556681662,0.1265024836923629,85.22377819164224
7,Barcelona,66,PIA,1,MEDIUM,12,2,0.030303030303030304,0.18644405594405386,0.21282378396825016,81.53832637904871
7,Barcelona,66,PIA,2,HARD,20,16,0.24242424242424243,0.09704005468216022,0.12341978270635706,81.50669993157112
7,Barcelona,66,PIA,3,HARD,24,38,0.5757575757575758,0.10847646675712293,0.13485619478132027,81.48083306066091
7,Barcelona,66,RUS,1,MEDIUM,10,2,0.030303030303030304,0.28952121212121634,0.31590094014540804,80.37884409466645
7,Barcelona,66,RUS,2,HARD,22,14,0.21212121212121213,0.09825409373235496,0.1246338217565505,81.09945876432779
7,Barcelona,66,RUS,3,HARD,22,38,0.5757575757575758,0.12353652291947857,0.14991625094367642,80.928736199264
7,Barcelona,66,SAI,1,SOFT,12,2,0.030303030303030304,0.19252097902097462,0.21890070704517364,83.37746740468975
7,Barcelona,66,SAI,2,HARD,14,16,0.24242424242424243,0.14573826173825954,0.1721179897624533,83.37449455273943
7,Barcelona,66,SAI,3,HARD,21,32,0.48484848484848486,0.030131470425309823,0.05651119844950674,84.24909099786538
7,Barcelona,66,VER,1,SOFT,10,2,0.030303030303030304,0.22473333333333192,0.2511130613575305,80.52088672877565
7,Barcelona,66,VER,2,MEDIUM,15,14,0.21212121212121213,0.13532727272727518,0.1617070007514733,81.14061901277493
7,Barcelona,66,VER,3,HARD,9,31,0.4696969696969697,0.11729393939393865,0.1436736674181331,81.5554046922166
7,Barcelona,66,VER,4,MEDIUM,22,42,0.6363636363636364,0.15289634883598568,0.17927607686018135,81.09345539678928
8,Austrian,71,ALB,1,MEDIUM,16,2,0.028169014084507043,0.07928282932891685,0.08588776097541141,72.70145351075936
8,Austrian,71,ALB,2,MEDIUM,14,20,0.28169014084507044,0.08061660219691569,0.08722153384340965,72.47482235973807
8,Austrian,71,ALB,3,HARD,30,39,0.5492957746478874,0.11470646284311307,0.12131139448960736,72.42188475034735
8,Austrian,71,ALO,1,MEDIUM,21,2,0.028169014084507043,0.08424591183464461,0.09085084348113703,73.34961179316322
8,Austrian,71,ALO,2,SOFT,23,26,0.36619718309859156,0.044085578689526075,0.050690510336020345,74.07410088670119
8,Austrian,71,ALO,3,SOFT,18,51,0.7183098591549296,0.12553295832788358,0.13213788997437675,73.22426477206665
8,Austrian,71,ANT,1,MEDIUM,22,2,0.028169014084507043,0.05653207784254894,0.0631370094890437,70.6372248554633
8,Austrian,71,ANT,2,HARD,24,27,0.38028169014084506,0.058896883037355734,0.06550181468385086,70.30116523452725
8,Austrian,71,ANT,3,HARD,18,54,0.7605633802816901,0.052659893312406225,0.05926482495890199,70.40299531637727
8,Austrian,71,BEA,1,MEDIUM,22,2,0.028169014084507043,0.07734009591143674,0.0839450275579302,72.56784653812849
8,Austrian,71,BEA,2,HARD,18,27,0.38028169014084506,0.12854534222881478,0.13515027387530837,72.01460940437215
8,Austrian,71,BEA,3,MEDIUM,23,47,0.6619718309859155,0.06108795353796088,0.06769288518445657,72.39754378113508
8,Austrian,71,BOR,1,SOFT,15,2,0.028169014084507043,0.042997535211269776,0.049602466857763025,71.98683733428881
8,Austrian,71,BOR,2,MEDIUM,22,19,0.2676056338028169,0.08861661008750356,0.09522154173399977,71.24297153572219
8,Austrian,71,BOR,3,HARD,23,46,0.647887323943662,0.08397704269974635,0.09058197434624014,71.88860710874924
8,Austrian,71,COL,1,MEDIUM,18,2,0.028169014084507043,0.06434513583046092,0.07095006747695658,72.73306303088323
8,Austrian,71,COL,2,HARD,20,22,0.30985915492957744,0.10734385232314339,0.11394878396963835,71.76774710519169
8,Austrian,71,COL,3,MEDIUM,22,48,0.676056338028169,0.06024073451869587,0.06684566616518746,72.0666485973565
8,Austrian,71,GAS,1,MEDIUM,11,2,0.028169014084507043,0.1712134443021778,0.17781837594867167,72.29246460701609
8,Austrian,71,GAS,2,HARD,20,15,0.2112676056338028,0.06017669546162711,0.0667816271081219,71.53164799739923
8,Austrian,71,GAS,3,MEDIUM,11,40,0.5633802816901409,0.08696798975672322,0.09357292140321721,71.9127265294292
8,Austrian,71,GAS,4,SOFT,18,53,0.7464788732394366,0.0173554557479015,0.023960387394395124,72.3686293033054
8,Austrian,71,HAD,1,MEDIUM,16,2,0.028169014084507043,0.08245047638774174,0.08905540803423388,71.02419909899466
8,Austrian,71,HAD,2,MEDIUM,17,20,0.28169014084507044,0.08562221699328783,0.09222714863978447,70.37935170590669
8,Austrian,71,HAD,3,HARD,28,42,0.5915492957746479,0.056391384071751274,0.06299631571824453,70.8387817184579
8,Austrian,71,HAM,1,MEDIUM,10,2,0.028169014084507043,0.236277080665814,0.24288201231230858,70.240155516107
8,Austrian,71,HAM,2,HARD,10,14,0.19718309859154928,0.059877080665815645,0.06648201231230867,70.88708511840014
8,Austrian,71,HAM,3,SOFT,15,27,0.38028169014084506,0.11437967806840851,0.12098460971490313,70.21655954820784
8,Austrian,71,HAM,4,HARD,26,44,0.6197183098591549,0.07789525104367999,0.08450018269017297,70.66579945844663
8,Austrian,71,HUL,1,MEDIUM,19,2,0.028169014084507043,0.06877165801828541,0.07537658966477906,72.45067417639405
8,Austrian,71,HUL,2,MEDIUM,19,23,0.323943661971831,0.04009910369188042,0.04670403533837434,71.55404763805218
8,Austrian,71,HUL,3,HARD,22,47,0.6619718309859155,0.03252856477049533,0.03913349641698984,72.37322280009697
8,Austrian,71,LAW,1,MEDIUM,17,2,0.028169014084507043,0.08465782932891418,0.09126276097540895,71.48272556958291
8,Austrian,71,LAW,2,HARD,21,21,0.29577464788732394,0.07242059084991329,0.07902552249640649,71.40691591014017
8,Austrian,71,LAW,3,MEDIUM,22,47,0.6619718309859155,0.06161205432885136,0.06821698597534395,71.74277819095019
8,Austrian,71,LEC,1,MEDIUM,11,2,0.028169014084507043,0.0822407170294491,0.08884564867594331,70.88304642519789
8,Austrian,71,LEC,2,HARD,19,15,0.2112676056338028,0.01742307188389872,0.02402800353039255,70.83217454655245
8,Austrian,71,LEC,3,HARD,18,39,0.5492957746478874,0.11164424707417818,0.1182491787206713,70.70436657507842
8,Austrian,71,LEC,4,SOFT,11,61,0.8591549295774648,0.01302253521126742,0.01962746685776087,71.04049366014166
8,Austrian,71,LIN,1,MEDIUM,16,2,0.028169014084507043,0.08611665285832794,0.09272158450482268,71.62113880487699
8,Austrian,71,LIN,2,HARD,23,20,0.28169014084507044,0.08322184352519651,0.08982677517169046,71.22308246365651
8,Austrian,71,LIN,3,MEDIUM,21,48,0.676056338028169,0.07389712511155729,0.08050205675805192,71.78969366918619
8,Austrian,71,NOR,1,MEDIUM,19,2,0.028169014084507043,0.08080674573758241,0.08741167738407768,70.96183207113089
8,Austrian,71,NOR,2,HARD,21,23,0.323943661971831,0.057111802672937285,0.06371673431942995,70.483586597132
8,Austrian,71,NOR,3,HARD,22,49,0.6901408450704225,0.10406518623089217,0.11067011787738375,70.58300792262135
8,Austrian,71,OCO,1,MEDIUM,16,2,0.028169014084507043,0.15914312344656492,0.1657480550930581,72.23451968722995
8,Austrian,71,OCO,2,MEDIUM,10,20,0.28169014084507044,-0.05809762378930155,-0.05149269214280708,72.56854826243041
8,Austrian,71,OCO,3,HARD,34,35,0.49295774647887325,0.10014938839846231,0.10675432004495494,72.38872877088053
8,Austrian,71,PIA,1,MEDIUM,17,2,0.028169014084507043,0.07900341756421016,0.08560834921070475,70.86376233428881
8,Austrian,71,PIA,2,HARD,18,21,0.29577464788732394,0.07653468474397822,0.08313961639047049,70.20509534165794
8,Austrian,71,PIA,3,HARD,26,44,0.6197183098591549,0.0872780321845153,0.09388296383100997,70.42047918679829
8,Austrian,71,RUS,1,MEDIUM,17,2,0.028169014084507043,0.11784165285832454,0.12444658450482142,70.01768880487705
8,Austrian,71,RUS,2,HARD,19,21,0.29577464788732394,0.07852390683578693,0.08512883848227981,70.18742645705096
8,Austrian,71,RUS,3,HARD,25,45,0.6338028169014085,0.05993629971360731,0.06654123136010065,70.51843470776815
8,Austrian,71,SAI,1,SOFT,12,2,0.028169014084507043,0.14387008765881865,0.150475019305311,72.50185178650325
8,Austrian,71,SAI,2,MEDIUM,8,16,0.22535211267605634,0.17800586854460393,0.18461080019109696,72.70485520363084
8,Austrian,71,STR,1,MEDIUM,21,2,0.028169014084507043,0.10017188586061825,0.10677681750711403,73.35951092736236
8,Austrian,71,STR,2,SOFT,19,26,0.36619718309859156,0.05144709661477594,0.05805202826126851,73.58107022308562
8,Austrian,71,VER,1,MEDIUM,16,2,0.028169014084507043,0.10987547638773941,0.1164804080342353,70.21659909899466
8,Austrian,71,VER,2,HARD,26,20,0.28169014084507044,0.07057879273627628,0.07718372438277014,70.06621217598516
8,Austrian,71,VER,3,HARD,19,51,0.7183098591549296,0.06566809019141703,0.07227302183791184,70.45591303942321
9,British,52,ALB,2,HARD,11,3,0.057692307692307696,0.28324755244755534,0.3079985415607351,96.02513670390987
9,British,52,ALB,4,SOFT,10,25,0.4807692307692308,0.1673020979021023,0.1920530870152829,94.98665298967005
9,British,52,ALO,1,MEDIUM,17,3,0.057692307692307696,0.08704336349924666,0.11179435261243156,96.93965313561115
9,British,52,ALO,2,HARD,21,22,0.4230769230769231,0.024041846778811403,0.048792835891992674,97.62418650325797
9,British,52,ANT,1,MEDIUM,31,3,0.057692307692307696,0.004716279443804288,0.029467268556987912,92.80916356194474
9,British,52,BEA,1,MEDIUM,25,3,0.057692307692307696,0.025215283989268155,0.04996627310245032,95.39540951846396
9,British,52,BEA,2,HARD,13,31,0.5961538461538461,0.1048567185710052,0.12960770768418767,95.07177458194629
9,British,52,BOR,1,MEDIUM,21,3,0.057692307692307696,0.01766953262241145,0.04242052173559346,94.3741231404674
9,British,52,BOR,2,HARD,17,28,0.5384615384615384,0.06911182544009022,0.09386281455327386,94.09751632159733
9,British,52,BOT,1,MEDIUM,25,3,0.057692307692307696,0.08681272361359801,0.11156371272678084,95.78298783912584
9,British,52,BOT,2,HARD,13,31,0.5961538461538461,0.09179770036912802,0.11654868948231278,96.45847673307699
9,British,52,COL,1,MEDIUM,18,3,0.057692307692307696,-0.009713344447085664,0.015037644666096688,94.98063954771983
9,British,52,COL,2,HARD,21,24,0.46153846153846156,0.036842747116392086,0.06159373622957368,94.56397714144185
9,British,52,GAS,1,MEDIUM,18,3,0.057692307692307696,-0.0022107644677273105,0.022540224645456325,94.82131722229846
9,British,52,GAS,2,HARD,20,25,0.4807692307692308,0.03131511070531638,0.05606609981849943,94.54468507932798
9,British,52,HAD,1,MEDIUM,16,3,0.057692307692307696,0.039135520361997,0.06388650947517974,93.44453842972877
9,British,52,HAD,2,HARD,15,23,0.4423076923076923,0.04295989010988963,0.06771087922307252,93.96641824421091
9,British,52,HAM,1,MEDIUM,19,3,0.057692307692307696,0.063554251012144,0.08830524012532702,92.7710735690477
9,British,52,HAM,2,HARD,20,25,0.4807692307692308,0.03592195668408958,0.06067294579727295,93.19264345319755
9,British,52,HUL,1,MEDIUM,14,3,0.057692307692307696,-0.01962637362637516,0.00512461548680956,94.97511758292853
9,British,52,HUL,2,HARD,14,19,0.36538461538461536,-0.023783118151242243,0.0009678709619437352,94.68405479726987
9,British,52,LAW,1,MEDIUM,24,3,0.057692307692307696,0.025488319753639816,0.05023930886682468,94.19855904641922
9,British,52,LAW,2,HARD,15,30,0.5769230769230769,0.020452124710150028,0.045203113823334695,94.11984446652393
9,British,52,LEC,1,MEDIUM,21,3,0.057692307692307696,0.05450147459267899,0.0792524637058593,92.38422286186696
9,British,52,LEC,2,HARD,19,27,0.5192307692307693,0.03720609199419542,0.061957081107378374,93.06158920590484
9,British,52,LIN,1,MEDIUM,22,3,0.057692307692307696,0.03526218303647615,0.060013172149659316,94.14021426725309
9,British,52,LIN,2,HARD,16,29,0.5576923076923077,0.07305195401381033,0.09780294312699526,93.9014398987976
9,British,52,NOR,1,MEDIUM,24,3,0.057692307692307696,0.012266534932958309,0.03701752404614096,93.48871220738668
9,British,52,NOR,2,HARD,8,30,0.5769230769230769,0.1430860805860792,0.16783706969926673,93.39027806198047
9,British,52,OCO,1,MEDIUM,18,3,0.057692307692307696,0.01562721282845634,0.04037820194163922,95.37053703653991
9,British,52,OCO,2,HARD,21,23,0.4423076923076923,0.003829592208735871,0.028580581321916182,95.52381752466114
9,British,52,PER,1,MEDIUM,18,3,0.057692307692307696,0.0320998650472394,0.0568508541604206,95.51168701934009
9,British,52,PER,2,HARD,21,23,0.4423076923076923,0.0336887662100883,0.05843975532327163,96.28308766684123
9,British,52,PIA,2,HARD,31,4,0.07692307692307693,0.07175535937977835,0.09650634849296184,93.19545445885991
9,British,52,RUS,1,MEDIUM,19,3,0.057692307692307696,0.04521039136302229,0.06996138047620422,92.99427006027578
9,British,52,RUS,2,HARD,9,25,0.4807692307692308,0.23857179487179195,0.2633227839849737,93.04873795157943
9,British,52,RUS,3,MEDIUM,9,36,0.6923076923076923,0.09049247097242392,0.11524346008560239,92.31561201301376
9,British,52,SAI,1,MEDIUM,17,3,0.057692307692307696,-0.01185369532428302,0.012897293788903034,95.39221195914057
9,British,52,SAI,2,HARD,22,22,0.4230769230769231,0.04315197648483101,0.06790296559801443,95.41797175831839
9,British,52,STR,1,MEDIUM,15,3,0.057692307692307696,0.057849175824170866,0.08260016493735527,97.25682701516303
9,British,52,STR,2,HARD,22,20,0.38461538461538464,-0.007786003146740468,0.016964985966442723,98.16069795303517
9,British,52,VER,1,MEDIUM,14,3,0.057692307692307696,0.03401098901098726,0.058761978124170194,92.99696373677465
9,British,52,VER,2,HARD,18,19,0.36538461538461536,0.05863620589936385,0.08338719501254621,93.22208220005047
10,Belgian,44,ALB,1,MEDIUM,12,5,0.11363636363636363,0.10127378282095241,0.11623161399987535,111.17360074053637
10,Belgian,44,ALB,2,HARD,24,21,0.4772727272727273,0.03079264822134574,0.045750479400269536,112.01603783780041
10,Belgian,44,ALO,1,HARD,11,5,0.11363636363636363,-0.0803603592669025,-0.06540252808797652,114.97301005648934
10,Belgian,44,ALO,2,SOFT,10,21,0.4772727272727273,0.7130363636363645,0.7279941948152877,114.34495158465782
10,Belgian,44,ALO,3,HARD,10,33,0.75,0.3660181818181828,0.38097601299710937,115.70746374062313
10,Belgian,44,ANT,1,MEDIUM,12,5,0.11363636363636363,0.027758543343447583,0.0427163745223719,109.35773765393745
10,Belgian,44,ANT,2,HARD,23,22,0.5,0.04119664031620719,0.056154471495131635,109.12206371395321
10,Belgian,44,BEA,2,HARD,13,5,0.11363636363636363,0.0828882063882039,0.09784603756712969,111.14140054972711
10,Belgian,44,BEA,3,HARD,23,22,0.5,0.055804347826083275,0.07076217900500725,111.2839457794731
10,Belgian,44,BOR,1,MEDIUM,13,5,0.11363636363636363,0.0006236793611770828,0.015581510540098787,111.13975012026815
10,Belgian,44,BOR,2,HARD,23,22,0.5,0.06702865612647968,0.08198648730540284,110.29023826959168
10,Belgian,44,BOT,2,HARD,24,5,0.11363636363636363,0.045582202081768095,0.06054003326069284,113.03281649473176
10,Belgian,44,BOT,3,SOFT,10,34,0.7727272727272727,0.0010787878787939173,0.01603661905771584,113.34582157180202
10,Belgian,44,COL,1,MEDIUM,9,5,0.11363636363636363,0.08191174242424372,0.09686957360316917,110.6316353680158
10,Belgian,44,COL,2,HARD,26,17,0.38636363636363635,0.016713324434031226,0.03167115561295777,111.28242730764418
10,Belgian,44,GAS,1,MEDIUM,8,5,0.11363636363636363,-0.04763945184327059,-0.03268162066434794,110.92725644020263
10,Belgian,44,GAS,2,HARD,26,16,0.36363636363636365,0.007061417979748925,0.022019249158671424,111.45432409136673
10,Belgian,44,HAD,3,HARD,13,5,0.11363636363636363,-0.06657226658475875,-0.051614435405837295,110.74355503324016
10,Belgian,44,HAD,4,HARD,23,22,0.5,0.03775889328063013,0.05271672445955581,109.45333182181197
10,Belgian,44,HAM,1,MEDIUM,12,5,0.11363636363636363,0.12325002511300491,0.13820785629192975,109.01150300153336
10,Belgian,44,HAM,2,HARD,23,22,0.5,0.05961462450592504,0.0745724556848519,109.40463747907788
10,Belgian,44,HUL,1,MEDIUM,13,5,0.11363636363636363,-0.041372266584771694,-0.026414435405847852,111.39518390405195
10,Belgian,44,HUL,2,HARD,23,22,0.5,-0.01653754940711731,-0.0015797182281938116,111.8858548703822
10,Belgian,44,LAW,1,MEDIUM,9,5,0.11363636363636363,0.08590340909090687,0.1008612402698311,110.38778536801583
10,Belgian,44,LAW,2,HARD,25,17,0.38636363636363635,-0.005737942449710094,0.00921988872921662,111.73103525357594
10,Belgian,44,LEC,1,MEDIUM,13,5,0.11363636363636363,0.01792469287468791,0.03288252405361464,109.57345856621406
10,Belgian,44,LEC,2,HARD,23,22,0.5,0.046309288537546414,0.06126711971646991,109.38934103639009
10,Belgian,44,LIN,1,MEDIUM,10,5,0.11363636363636363,0.06364015151515755,0.0785979826940803,110.43138764074307
10,Belgian,44,LIN,2,HARD,24,19,0.4318181818181818,0.0473250388311522,0.06228287001007697,110.11705889779869
10,Belgian,44,NOR,1,HARD,21,5,0.11363636363636363,-0.0011781712220396614,0.013779659956885319,110.09748547845282
10,Belgian,44,NOR,2,MEDIUM,13,32,0.7272727272727273,0.008673326673327672,0.023631157852251238,109.35665096438927
10,Belgian,44,OCO,2,HARD,10,5,0.11363636363636363,-0.11531060606061032,-0.10035277488168776,112.66817880525537
10,Belgian,44,OCO,3,HARD,25,19,0.4318181818181818,0.05401338222217567,0.06897121340110035,111.44315324014784
10,Belgian,44,PIA,1,MEDIUM,13,5,0.11363636363636363,0.15827874692874266,0.17323657810767115,109.14134234999783
10,Belgian,44,PIA,2,HARD,23,22,0.5,0.0867885375494037,0.10174636872832811,109.49224617473008
10,Belgian,44,SAI,2,HARD,26,16,0.36363636363636365,0.045022726715916575,0.05998055789484105,111.16588323983343
10,Belgian,44,STR,1,HARD,11,5,0.11363636363636363,0.03787595581988269,0.05283378699880292,114.4213838882651
10,Belgian,44,VER,1,MEDIUM,11,5,0.11363636363636363,0.07325446049277984,0.08821229167170462,109.13339790695663
10,Belgian,44,VER,2,HARD,24,19,0.4318181818181818,0.05442859488060224,0.06938642605952317,109.2766380589604
11,Hungarian,70,ALB,1,MEDIUM,24,2,0.02857142857142857,0.01799844720496754,0.03795048459806795,86.91405314762801
11,Hungarian,70,ALB,2,HARD,24,28,0.4,0.04331193490054192,0.06326397229363992,86.78658609468931
11,Hungarian,70,ALB,3,SOFT,13,56,0.8,0.2196593406593406,0.23961137805243893,87.48879657981914
11,Hungarian,70,ALO,1,SOFT,32,2,0.02857142857142857,0.04081242144951776,0.06076445884261479,86.10697991884655
11,Hungarian,70,ALO,2,MEDIUM,17,36,0.5142857142857142,0.002408332222816457,0.022360369615912076,86.15680068367726
11,Hungarian,70,ALO,3,SOFT,13,57,0.8142857142857143,0.08968131868131644,0.10963335607441473,84.91933206547246
11,Hungarian,70,ANT,1,MEDIUM,20,2,0.02857142857142857,0.027800000000001386,0.047752037393099876,83.9086173298226
11,Hungarian,70,ANT,2,HARD,27,24,0.34285714285714286,0.029229515999120527,0.04918155339221785,84.26874586778162
11,Hungarian,70,ANT,3,HARD,14,55,0.7857142857142857,0.08265136668385666,0.10260340407695186,83.73982054115652
11,Hungarian,70,BEA,1,MEDIUM,20,2,0.02857142857142857,0.034988721804512256,0.05494075919761025,86.42394063809328
11,Hungarian,70,BEA,2,HARD,17,24,0.34285714285714286,0.19595802689250164,0.21591006428559884,86.43544329057345
11,Hungarian,70,BEA,3,HARD,22,44,0.6285714285714286,0.09854869732470574,0.11850073471780258,86.66477988613762
11,Hungarian,70,BOR,1,SOFT,27,2,0.02857142857142857,-0.01464652014651979,0.0053055172465756055,86.13193438313967
11,Hungarian,70,BOR,2,HARD,35,31,0.44285714285714284,0.10800896618560721,0.12796100357870518,84.75121713677682
11,Hungarian,70,BOT,1,MEDIUM,12,2,0.02857142857142857,0.041969030969031415,0.061921068362127525,87.10359951430482
11,Hungarian,70,COL,1,MEDIUM,13,2,0.02857142857142857,0.05906043956043984,0.07901247695353676,86.19105139575669
11,Hungarian,70,COL,2,HARD,20,17,0.24285714285714285,0.0749511278195492,0.0949031652126467,86.05852270274917
11,Hungarian,70,COL,3,HARD,27,39,0.5571428571428572,0.1076484751471087,0.12760051254020718,85.48547864433378
11,Hungarian,70,GAS,1,MEDIUM,14,2,0.02857142857142857,0.08637142857142656,0.10632346596452713,85.6799601869655
11,Hungarian,70,GAS,2,HARD,20,18,0.2571428571428571,0.09645864661654256,0.11641068400963918,85.30468301081893
11,Hungarian,70,GAS,3,HARD,13,41,0.5857142857142857,0.08254101161995964,0.10249304901305378,85.6669046828903
11,Hungarian,70,GAS,4,SOFT,13,57,0.8142857142857143,0.19794505494505713,0.21789709233815263,84.78897938644296
11,Hungarian,70,HAD,1,MEDIUM,17,2,0.02857142857142857,0.10097969187674802,0.12093172926984751,84.31808021497666
11,Hungarian,70,HAD,2,HARD,20,21,0.3,0.13950426863972562,0.15945630603282332,84.09324929584072
11,Hungarian,70,HAD,3,HARD,24,44,0.6285714285714286,0.052251330007684324,0.0722033674007837,84.19055035560976
11,Hungarian,70,HAM,1,SOFT,11,2,0.02857142857142857,0.028129870129871094,0.04808190752296942,83.72204590125119
11,Hungarian,70,HAM,2,HARD,15,15,0.21428571428571427,0.03731071428571811,0.05726275167881404,84.22195095879
11,Hungarian,70,HAM,3,HARD,22,32,0.45714285714285713,0.03479865868005794,0.05475069607315479,84.06976765297482
11,Hungarian,70,HAM,4,SOFT,13,58,0.8285714285714286,-0.01492307692307737,0.005028960470019625,84.5167676193491
11,Hungarian,70,HUL,1,MEDIUM,17,2,0.02857142857142857,0.06603851540615954,0.08599055279926071,85.31202139144726
11,Hungarian,70,HUL,2,HARD,17,21,0.3,-0.017000700280114425,0.002951337112984796,85.79623895345672
11,Hungarian,70,HUL,3,SOFT,26,41,0.5857142857142857,0.048683818276601384,0.0686358556696985,85.09529011219138
11,Hungarian,70,LAW,1,MEDIUM,19,2,0.02857142857142857,0.10802205513784371,0.1279740925309418,84.78505642756699
