round,race,race_laps,driver,stint,compound,clean_laps,start_lap,race_fraction,deg_old,deg_per_lap,pace_at_age5
3,Japanese,53,ALO,3,MEDIUM,25,28,0.5283018867924528,0.03144779390421047,0.05224114291601232,97.08618892472519
3,Japanese,53,ANT,1,MEDIUM,20,2,0.03773584905660377,-0.003974606327136545,0.01681874268466654,93.4464809314684
3,Japanese,53,ANT,2,HARD,26,28,0.5283018867924528,0.04071813578455315,0.061511484796355015,92.50571470488617
3,Japanese,53,BEA,1,MEDIUM,14,2,0.03773584905660377,0.03515471698112925,0.055948065992934996,95.0363403299647
3,Japanese,53,BOR,1,MEDIUM,19,2,0.03773584905660377,0.0009617345249906354,0.021755083536795564,95.18755085628042
3,Japanese,53,BOR,2,HARD,26,28,0.5283018867924528,-0.010278787292371768,0.010514561719434564,95.29825008950152
3,Japanese,53,BOT,1,HARD,17,2,0.03773584905660377,0.12430618756936518,0.1450995365811712,96.72345356525878
3,Japanese,53,BOT,2,MEDIUM,25,28,0.5283018867924528,0.09791702467344128,0.11871037368524362,95.9249566607535
3,Japanese,53,COL,1,MEDIUM,15,2,0.03773584905660377,0.03991185983827438,0.060705208850080204,94.95177842520275
3,Japanese,53,COL,2,HARD,28,19,0.3584905660377358,-0.0088180262265806,0.011975322785222736,95.36093694351855
3,Japanese,53,GAS,1,MEDIUM,20,2,0.03773584905660377,0.03986298765782609,0.0606563366696272,93.94993657056615
3,Japanese,53,GAS,2,HARD,26,28,0.5283018867924528,0.02635129817771482,0.047144647189518475,93.8109362433477
3,Japanese,53,HAD,1,MEDIUM,17,2,0.03773584905660377,0.030693442471328262,0.05148679148312996,95.03939964369015
3,Japanese,53,HAD,2,HARD,26,28,0.5283018867924528,0.0023547169811335865,0.02314806599293564,94.88375358383045
3,Japanese,53,HAM,1,MEDIUM,20,2,0.03773584905660377,0.009526897432263037,0.03032024644406406,93.64777115703234
3,Japanese,53,HAM,2,HARD,26,28,0.5283018867924528,0.06660155458797162,0.08739490359977506,93.05355778180923
3,Japanese,53,HUL,1,MEDIUM,19,2,0.03773584905660377,-0.04868563389606381,-0.027892284884259943,95.34285611943837
3,Japanese,53,HUL,2,HARD,26,28,0.5283018867924528,-0.03507605224963806,-0.01428270323783606,95.31134584780219
3,Japanese,53,LAW,1,MEDIUM,18,2,0.03773584905660377,0.03346925756989009,0.054262606581694545,94.92940550986357
3,Japanese,53,LAW,2,HARD,26,28,0.5283018867924528,0.014440528946946312,0.035233877958748175,94.64261624334772
3,Japanese,53,LEC,1,MEDIUM,15,2,0.03773584905660377,0.04443685983827477,0.06523020885007766,93.50694509186945
3,Japanese,53,LEC,2,HARD,29,19,0.3584905660377358,0.004329148874819263,0.025122497886623605,93.38223486048247
