race,driver,stint,compound,clean_laps,start_lap,deg_per_lap,pace_at_age5,median_gap
Spanish,BOR,1,HARD,31,16,0.032978788309051245,98.40407095767429,5.602
Spanish,BOR,2,SOFT,8,49,0.3474824173413189,99.40483570174817,12.1785
Spanish,BOT,1,HARD,22,3,0.027957120736920634,102.42737676691925,5.228999999999999
Spanish,BOT,2,HARD,12,31,0.2324684313273215,102.5614371546395,51.614000000000004
Spanish,BOT,3,SOFT,10,45,0.11743090218979761,104.73888330511016,100.785
Spanish,COL,1,MEDIUM,11,2,0.11433021440406561,100.42641809471722,4.989
Spanish,COL,2,HARD,33,16,0.0010124312205597793,98.91742813165934,4.97
Spanish,GAS,1,HARD,40,8,0.014803068368737491,98.68924921145744,11.13
Spanish,HUL,2,HARD,29,16,-0.008826226380206543,99.13735560416664,2.451
Spanish,LAW,1,HARD,31,10,-0.001587486239956478,98.80922415904283,13.373
Spanish,LAW,2,MEDIUM,10,46,0.11757770642054574,98.20196928484195,9.418
Spanish,LEC,1,HARD,41,3,0.003453740748080364,97.85855337341943,999.0
Spanish,LEC,2,SOFT,8,50,0.23595860781750055,97.81808002385138,23.8355
Spanish,LIN,2,HARD,18,30,0.08845444175636759,97.32278800476459,2.3145
Spanish,NOR,1,MEDIUM,10,2,-0.0037828196790058036,97.77243127406548,999.0
Spanish,NOR,2,HARD,20,17,0.003371796983952889,97.25226649579224,4.4955
Spanish,OCO,2,HARD,41,16,0.008784507933646516,99.30744502356151,7.026
Spanish,PER,2,HARD,15,16,0.5240859887698831,99.99798497710393,4.77
Spanish,PIA,1,HARD,19,16,-0.01447723178149621,98.5795787533732,8.688
Spanish,PIA,2,MEDIUM,9,47,-0.014333225116786901,98.97906188319797,2.343
Spanish,RUS,1,HARD,8,6,-0.0987794874205949,98.63159065813511,1.9255
Spanish,RUS,2,MEDIUM,12,16,0.11486003971892701,97.57222187354087,3.1020000000000003
Spanish,RUS,3,HARD,21,30,-0.059841963488538576,97.99855604330436,30.046
Spanish,SAI,1,HARD,16,3,-0.10206304194343781,102.44701155495807,2.9915
Spanish,TSU,1,HARD,20,16,-0.030227357094781863,100.36736246264644,10.102
Spanish,TSU,2,MEDIUM,19,38,-0.0001368809043048202,99.71646858467793,42.16
Spanish,VER,1,SOFT,10,2,-0.00658003096307575,98.29439576933932,5.6785
Spanish,VER,2,HARD,39,16,0.006590877065839086,97.64504331662602,5.182
Azerbaijan,ANT,1,MEDIUM,15,12,-0.0009979233179324058,107.11831732730299,3.874
Azerbaijan,ANT,3,SOFT,8,42,-0.12857430973285477,108.07406582601705,3.2055
Azerbaijan,BEA,1,SOFT,21,6,0.021859218137500726,107.76906269410301,4.629
Azerbaijan,BOT,1,MEDIUM,21,3,0.060245707238986354,110.17615749928109,20.457
Azerbaijan,BOT,3,SOFT,9,41,-0.04081716687570722,110.86494560463098,17.976
Azerbaijan,COL,1,MEDIUM,21,4,0.04504381964332614,107.3950169775448,3.558
Azerbaijan,GAS,1,MEDIUM,22,7,0.012551708833000448,107.29680878680023,2.734
Azerbaijan,HAD,3,MEDIUM,9,41,-0.007333833542372393,106.68673199247456,5.753
Azerbaijan,HAM,1,SOFT,16,7,-0.00572339928423055,107.44169904700469,5.6884999999999994
Azerbaijan,HAM,3,MEDIUM,8,41,-0.08372468567269642,108.13337748119632,2.8545
Azerbaijan,HUL,1,MEDIUM,17,10,0.051991166457627344,107.97667642052343,4.018
Azerbaijan,LAW,1,SOFT,21,3,2.436414675213379e-05,108.14686661283974,3.474
Azerbaijan,LEC,1,SOFT,23,6,0.018322348687760157,106.73594909576124,3.216
Azerbaijan,LIN,1,MEDIUM,24,4,0.010369409700871636,108.24354407553133,2.9450000000000003
Azerbaijan,NOR,1,MEDIUM,15,11,0.04064554145762751,106.7379539572881,2.523
Azerbaijan,OCO,3,MEDIUM,9,41,0.04174949979096264,107.67567693712809,3.923
Azerbaijan,PER,1,MEDIUM,11,16,0.02955776359708008,108.56438357364692,5.538
Azerbaijan,PIA,1,SOFT,27,2,-0.002335418305386015,106.92389415011309,7.669
Azerbaijan,RUS,1,MEDIUM,27,2,0.004583744241865815,106.49500232315884,999.0
Azerbaijan,RUS,3,SOFT,10,39,-0.05959811925665297,106.52318199247456,999.0
Azerbaijan,SAI,1,MEDIUM,10,5,-0.040761098781251774,109.1160857746275,2.205
