round,race,race_laps,driver,stint,compound,clean_laps,start_lap,race_fraction,deg_per_lap,pace_at_age5
4,Miami,57,BOR,1,MEDIUM,22,2,0.03508771929824561,-0.027423900432443048,94.50143059803817
4,Miami,57,BOR,2,HARD,21,34,0.5964912280701754,0.06512298475628993,93.18546819521985
4,Miami,57,BOT,2,SOFT,8,12,0.21052631578947367,0.16786925913510056,94.3064726785115
4,Miami,57,BOT,4,MEDIUM,22,32,0.5614035087719298,0.06811921397787374,96.98210381723541
4,Miami,57,COL,1,MEDIUM,21,2,0.03508771929824561,0.03351125321609741,92.44033367471835
4,Miami,57,COL,2,HARD,23,33,0.5789473684210527,0.044460643901977494,92.70195896241947
4,Miami,57,HAM,1,MEDIUM,17,2,0.03508771929824561,0.06273572714327791,91.81304361785018
4,Miami,57,HAM,2,HARD,27,29,0.5087719298245614,0.09032572258696629,92.01460654159327
4,Miami,57,LEC,1,MEDIUM,11,2,0.03508771929824561,0.05818241096621342,91.70214738619447
4,Miami,57,LEC,2,HARD,33,23,0.40350877192982454,0.026683889358780827,91.98884316850722
4,Miami,57,LIN,1,MEDIUM,17,2,0.03508771929824561,0.027822480184622144,94.20940383802134
4,Miami,57,LIN,2,HARD,25,30,0.5263157894736842,0.06464393209130007,93.769303816067
4,Miami,57,NOR,1,MEDIUM,17,2,0.03508771929824561,0.03610115593347866,91.10724786746728
4,Miami,57,NOR,2,HARD,27,29,0.5087719298245614,0.04282347328037175,91.44673570006445
4,Miami,57,OCO,1,MEDIUM,21,2,0.03508771929824561,0.01769991007418958,93.69704107861016
4,Miami,57,OCO,2,HARD,22,33,0.5789473684210527,0.07003573516463449,93.48555631223414
4,Miami,57,PER,1,MEDIUM,19,2,0.03508771929824561,0.028622911445280334,94.7032613826233
4,Miami,57,PER,2,HARD,24,31,0.543859649122807,0.05255591480284019,95.11102554914837
4,Miami,57,PIA,1,MEDIUM,18,2,0.03508771929824561,0.042779354303364395,91.80012964231214
4,Miami,57,PIA,2,HARD,26,30,0.5263157894736842,0.017685016707541357,92.02096780172464
4,Miami,57,RUS,1,MEDIUM,10,2,0.03508771929824561,0.0638270921803256,91.69662690344447
4,Miami,57,RUS,2,HARD,34,22,0.38596491228070173,0.04015780993670999,92.2032256229591
4,Miami,57,SAI,1,MEDIUM,18,2,0.03508771929824561,0.03048930516994833,93.07614967362792
4,Miami,57,SAI,2,HARD,26,30,0.5263157894736842,0.05792973042661552,92.87041118689638
4,Miami,57,STR,1,MEDIUM,11,2,0.03508771929824561,0.04178087339498005,94.71578738112981
4,Miami,57,STR,2,SOFT,14,23,0.40350877192982454,0.06861561596298553,94.52117894736843
4,Miami,57,STR,3,SOFT,16,39,0.6842105263157895,-0.0019459711224940987,94.79701257568696
4,Miami,57,VER,2,HARD,43,12,0.21052631578947367,0.051991222299056554,91.72533489459454
5,Canadian,68,ALB,1,SOFT,10,2,0.029411764705882353,-0.7309262032085533,78.89185989304812
5,Canadian,68,ALO,1,SOFT,14,2,0.029411764705882353,-0.028945878059251605,79.0758275440103
5,Canadian,68,ANT,1,SOFT,25,2,0.029411764705882353,-0.04461816682559223,75.57044401760174
5,Canadian,68,ANT,2,MEDIUM,31,33,0.4852941176470588,-0.02568955405572325,75.09909420054726
5,Canadian,68,BEA,1,SOFT,23,2,0.029411764705882353,-0.1327793214765424,78.98336180525631
5,Canadian,68,BEA,2,MEDIUM,31,32,0.47058823529411764,-0.02152302879486693,76.73419956410005
5,Canadian,68,BOR,2,SOFT,12,4,0.058823529411764705,-0.1647414196919204,77.287539005495
5,Canadian,68,BOR,3,MEDIUM,37,20,0.29411764705882354,0.0077847141812294055,76.39495023372167
5,Canadian,68,BOT,3,MEDIUM,13,14,0.20588235294117646,0.078857670706472,78.24338427431273
5,Canadian,68,BOT,4,SOFT,16,31,0.45588235294117646,0.11110541681461039,78.35689738430581
5,Canadian,68,BOT,5,MEDIUM,13,51,0.75,-0.29679419729976647,80.1622717750607
5,Canadian,68,COL,1,MEDIUM,24,2,0.029411764705882353,-0.1001421714410667,77.39483022086156
5,Canadian,68,COL,2,HARD,29,33,0.4852941176470588,-0.0028777205805382905,76.22696014187107
5,Canadian,68,GAS,1,MEDIUM,23,2,0.029411764705882353,-0.14631527042096612,78.36667720239757
5,Canadian,68,GAS,2,HARD,29,33,0.4852941176470588,-0.00959511284876382,76.32867922822844
5,Canadian,68,HAD,1,SOFT,25,2,0.029411764705882353,-0.05535485740934777,76.17442076487787
5,Canadian,68,HAD,2,MEDIUM,17,33,0.4852941176470588,-0.051482886670611495,75.53892701501739
5,Canadian,68,HAM,1,SOFT,25,2,0.029411764705882353,-0.039177959544168285,75.89563424833126
5,Canadian,68,HAM,2,MEDIUM,30,33,0.4852941176470588,-0.0045593722805965945,74.82779613731117
5,Canadian,68,HUL,2,SOFT,12,4,0.058823529411764705,-0.18034793230109764,78.39806495720487
5,Canadian,68,HUL,3,MEDIUM,36,22,0.3235294117647059,0.020081722994180436,76.03443445369308
5,Canadian,68,LAW,1,MEDIUM,23,2,0.029411764705882353,-0.09078026395823426,77.67864865866642
5,Canadian,68,LAW,2,SOFT,29,33,0.4852941176470588,-0.00923438777323504,76.40106145554377
5,Canadian,68,LEC,1,SOFT,25,2,0.029411764705882353,-0.058587296066446005,76.05347577417892
5,Canadian,68,LEC,2,MEDIUM,31,33,0.4852941176470588,0.04719771862324164,74.88959858165501
5,Canadian,68,NOR,2,MEDIUM,8,4,0.058823529411764705,-0.4004614845938346,76.7143410364146
5,Canadian,68,NOR,3,MEDIUM,17,17,0.25,-0.02164010060953123,75.67372034956303
5,Canadian,68,OCO,1,SOFT,11,2,0.029411764705882353,-0.3594518585348206,79.77967935763262
5,Canadian,68,OCO,2,MEDIUM,10,19,0.27941176470588236,-0.0031625668449189945,77.2468770053476
5,Canadian,68,OCO,3,SOFT,30,32,0.47058823529411764,-0.027445798230704307,77.69393281387644
5,Canadian,68,PER,2,SOFT,9,4,0.058823529411764705,-0.15844060138021912,77.57827053894184
5,Canadian,68,PER,3,MEDIUM,11,17,0.25,-0.08274807607253519,77.30778584697036
5,Canadian,68,PIA,2,MEDIUM,9,3,0.04411764705882353,-0.4874852941176509,77.18083823529413
5,Canadian,68,PIA,3,MEDIUM,30,14,0.20588235294117646,-0.0075448074648945184,76.1626981247294
5,Canadian,68,PIA,4,SOFT,13,53,0.7794117647058824,0.007640129037392767,76.31931920825204
5,Canadian,68,RUS,1,SOFT,25,2,0.029411764705882353,-0.040068273123758574,75.43391128792733
5,Canadian,68,SAI,2,MEDIUM,21,4,0.058823529411764705,-0.04318864150826415,76.7069980774598
5,Canadian,68,SAI,3,MEDIUM,31,32,0.47058823529411764,-0.011397598479360536,76.70931428532657
5,Canadian,68,STR,1,SOFT,10,2,0.029411764705882353,-0.4111504456327953,80.76789625668448
5,Canadian,68,STR,2,SOFT,25,16,0.23529411764705882,0.026541446909093956,79.1029121516474
5,Canadian,68,STR,3,MEDIUM,12,52,0.7647058823529411,0.15507239819004437,79.53831334841628
5,Canadian,68,VER,1,SOFT,25,2,0.029411764705882353,-0.04650159316982173,75.82213296128974
5,Canadian,68,VER,2,MEDIUM,30,33,0.4852941176470588,-0.017479829335133836,75.22205071889651
6,Monaco,78,ALB,1,MEDIUM,41,2,0.02564102564102564,0.04773952023586366,76.98934185205034
6,Monaco,78,ALB,2,SOFT,13,45,0.5769230769230769,-0.34731318681318846,80.7117087912088
6,Monaco,78,ALO,2,SOFT,53,5,0.0641025641025641,0.04562465731333721,77.3430189485567
6,Monaco,78,ANT,1,MEDIUM,35,2,0.02564102564102564,0.017691747468218604,74.96429795302735
6,Monaco,78,ANT,2,HARD,21,39,0.5,-0.030381718281718394,75.58678558108554
6,Monaco,78,BEA,2,HARD,25,3,0.038461538461538464,-0.11245307692307688,79.69358230769232
6,Monaco,78,BOR,2,HARD,40,3,0.038461538461538464,-0.02514943714821835,78.84801763602256
6,Monaco,78,BOR,3,MEDIUM,12,45,0.5769230769230769,0.588972027972026,77.3588648018648
6,Monaco,78,BOT,2,MEDIUM,13,3,0.038461538461538464,0.03122527472527561,79.5987087912088
6,Monaco,78,COL,1,MEDIUM,33,2,0.02564102564102564,0.022323992184285307,77.38279509461125
6,Monaco,78,COL,2,HARD,21,37,0.47435897435897434,0.11839230769230713,78.743078021978
6,Monaco,78,GAS,1,MEDIUM,43,2,0.02564102564102564,0.02338499872220843,76.68920240224887
6,Monaco,78,GAS,2,HARD,12,47,0.6025641025641025,-0.156055944055948,77.8831526806527
6,Monaco,78,HAD,1,MEDIUM,30,2,0.02564102564102564,0.08232122871566618,75.7689289466929
6,Monaco,78,HAD,2,HARD,25,34,0.4358974358974359,0.014789999999999684,76.86713615384616
6,Monaco,78,HAM,1,MEDIUM,26,2,0.02564102564102564,0.045599316239316415,75.06757572649573
6,Monaco,78,HAM,2,HARD,30,30,0.38461538461538464,0.010395978437581176,75.91725394027549
6,Monaco,78,HUL,1,MEDIUM,10,2,0.02564102564102564,-0.17238041958041864,78.12477062937062
6,Monaco,78,HUL,2,HARD,44,14,0.1794871794871795,0.11689533799533883,76.37830862470864
6,Monaco,78,LAW,1,MEDIUM,42,2,0.02564102564102564,0.026173954236347642,77.0716993906075
6,Monaco,78,LAW,2,SOFT,12,46,0.5897435897435898,-0.02668881118881502,77.24154778554784
6,Monaco,78,LEC,1,MEDIUM,33,2,0.02564102564102564,0.024290569724392946,75.39710837446866
6,Monaco,78,LEC,2,HARD,23,37,0.47435897435897434,-0.009951961082397287,75.8196290665856
6,Monaco,78,LIN,1,MEDIUM,56,2,0.02564102564102564,0.05361626531363339,77.23880671959614
6,Monaco,78,NOR,1,MEDIUM,42,2,0.02564102564102564,0.032862715276782736,76.6041698819237
6,Monaco,78,OCO,2,HARD,47,11,0.14102564102564102,0.12628967124457507,75.96302163239162
6,Monaco,78,PER,3,MEDIUM,46,11,0.14102564102564102,0.07324654759363479,77.03323884816996
6,Monaco,78,PIA,1,MEDIUM,46,2,0.02564102564102564,0.040873374605658624,76.24266986408595
6,Monaco,78,PIA,2,HARD,9,50,0.6410256410256411,-0.10470769230769432,76.49509230769232
6,Monaco,78,RUS,1,MEDIUM,29,2,0.02564102564102564,0.07948836680560907,75.8023255778704
6,Monaco,78,RUS,2,HARD,26,33,0.4230769230769231,-0.0314451282051274,76.8907671794872
6,Monaco,78,SAI,1,MEDIUM,50,2,0.02564102564102564,0.043687409733123884,77.318326844584
6,Monaco,78,STR,2,SOFT,51,6,0.07692307692307693,0.04548271493212686,77.42441043740571
7,Barcelona,66,ALB,1,MEDIUM,11,2,0.030303030303030304,0.18894545454545644,83.6984727272727
7,Barcelona,66,ALB,2,HARD,14,15,0.22727272727272727,0.2253558441558425,83.5816051948052
7,Barcelona,66,ALB,4,SOFT,14,36,0.5454545454545454,0.1456349650349617,82.62868671328671
7,Barcelona,66,ALO,1,HARD,19,2,0.030303030303030304,0.13944306220095531,84.50944688995214
7,Barcelona,66,ALO,2,HARD,15,23,0.3484848484848485,0.08697370129870723,84.42892337662335
7,Barcelona,66,ANT,1,MEDIUM,12,2,0.030303030303030304,0.19590559440559166,80.65177389277389
7,Barcelona,66,ANT,2,HARD,21,16,0.24242424242424243,0.09764285714285732,80.50631385281383
7,Barcelona,66,ANT,3,HARD,20,39,0.5909090909090909,0.11172391908960219,79.94592681105762
7,Barcelona,66,BEA,1,MEDIUM,16,2,0.030303030303030304,0.13101991978609884,83.54600695187162
7,Barcelona,66,BEA,2,HARD,9,20,0.30303030303030304,0.17741060606060333,83.32915505050505
7,Barcelona,66,BEA,3,SOFT,29,29,0.4393939393939394,0.026133160908444444,83.38065064401984
7,Barcelona,66,BOR,1,MEDIUM,13,2,0.030303030303030304,0.19565034965034994,83.53163636363637
7,Barcelona,66,BOR,2,HARD,16,17,0.25757575757575757,0.2545493315508063,82.2897836898395
7,Barcelona,66,BOR,3,HARD,16,35,0.5303030303030303,0.07720048701299016,82.6585470779221
7,Barcelona,66,BOT,1,MEDIUM,12,2,0.030303030303030304,0.32117832167831967,84.50542540792542
7,Barcelona,66,COL,1,SOFT,10,2,0.030303030303030304,0.26076363636363975,82.94858181818184
7,Barcelona,66,COL,2,HARD,20,14,0.21212121212121213,0.07686336295283612,82.64562904989748
7,Barcelona,66,COL,3,HARD,24,36,0.5454545454545454,0.05462921087160178,82.6217707566386
7,Barcelona,66,GAS,1,MEDIUM,12,2,0.030303030303030304,0.19559090909090474,82.99039393939393
7,Barcelona,66,GAS,2,HARD,23,16,0.24242424242424243,0.1344683794466394,82.18749802371539
7,Barcelona,66,GAS,3,HARD,21,42,0.6363636363636364,0.09300845330486718,81.97015486185241
7,Barcelona,66,HAD,1,MEDIUM,13,2,0.030303030303030304,0.10945254745255083,82.57407592407594
7,Barcelona,66,HAD,2,HARD,15,17,0.25757575757575757,0.1651415584415639,81.17055497835493
7,Barcelona,66,HAD,3,HARD,21,34,0.5151515151515151,0.11564314140032302,80.86449983418316
7,Barcelona,66,HAM,1,SOFT,9,2,0.030303030303030304,0.2630439393939419,80.01134292929287
7,Barcelona,66,HAM,2,HARD,14,13,0.19696969696969696,0.16082397602397552,80.40444075924076
7,Barcelona,66,HAM,3,MEDIUM,11,29,0.4393939393939394,0.11918181818181821,79.78072727272726
7,Barcelona,66,HAM,4,HARD,21,43,0.6515151515151515,0.11025129317020324,79.6885686851479
7,Barcelona,66,HUL,1,SOFT,11,2,0.030303030303030304,0.2442454545454551,82.39805454545454
7,Barcelona,66,HUL,2,HARD,14,15,0.22727272727272727,0.07246573426573397,82.81107772227772
7,Barcelona,66,LAW,1,MEDIUM,9,2,0.030303030303030304,0.2600939393939352,82.39138080808081
7,Barcelona,66,LAW,2,HARD,22,13,0.19696969696969696,0.06887464709203887,82.82794014680974
7,Barcelona,66,LAW,3,HARD,23,37,0.5606060606060606,0.039946503496502604,82.82089676193372
7,Barcelona,66,LEC,1,MEDIUM,14,2,0.030303030303030304,0.13783716283716188,81.1523946053946
7,Barcelona,66,LEC,2,HARD,21,18,0.2727272727272727,0.11239870129870087,80.6823346320346
7,Barcelona,66,LEC,3,HARD,20,42,0.6363636363636364,0.1623543403964456,79.99289699248118
7,Barcelona,66,LIN,1,MEDIUM,20,2,0.030303030303030304,0.12848215994531953,83.01282959671903
7,Barcelona,66,LIN,2,HARD,13,24,0.36363636363636365,0.08139210789210975,83.30802647352644
7,Barcelona,66,LIN,3,HARD,22,41,0.6212121212121212,0.053347307423236845,82.23580420638037
7,Barcelona,66,NOR,1,MEDIUM,11,2,0.030303030303030304,0.15075454545454864,80.90821818181819
7,Barcelona,66,NOR,2,HARD,20,15,0.22727272727272727,0.1033174982911845,80.54620444292549
7,Barcelona,66,NOR,3,HARD,23,37,0.5606060606060606,0.11565188790948346,79.81377331930014
7,Barcelona,66,OCO,1,SOFT,11,2,0.030303030303030304,0.2703181818181861,83.26818181818182
7,Barcelona,66,OCO,2,HARD,19,15,0.22727272727272727,0.2029500797448149,83.01796459330143
7,Barcelona,66,OCO,3,MEDIUM,19,36,0.5454545454545454,0.20541229643845696,82.08730948308231
7,Barcelona,66,PER,1,SOFT,10,2,0.030303030303030304,0.21842424242424477,83.8854909090909
7,Barcelona,66,PER,2,HARD,17,14,0.21212121212121213,0.2045189393939397,83.79669942067736
7,Barcelona,66,PER,4,MEDIUM,19,41,0.6212121212121212,0.1001227556681662,84.06307015857763
7,Barcelona,66,PIA,1,MEDIUM,12,2,0.030303030303030304,0.18644405594405386,81.40642773892773
7,Barcelona,66,PIA,2,HARD,20,16,0.24242424242424243,0.09704005468216022,81.0054850991114
7,Barcelona,66,PIA,3,HARD,24,38,0.5757575757575758,0.10847646675712293,80.3992642116689
7,Barcelona,66,RUS,1,MEDIUM,10,2,0.030303030303030304,0.28952121212121634,80.24694545454543
7,Barcelona,66,RUS,2,HARD,22,14,0.21212121212121213,0.09825409373235496,80.65100338791648
7,Barcelona,66,RUS,3,HARD,22,38,0.5757575757575758,0.12353652291947857,79.84716735027202
7,Barcelona,66,SAI,1,SOFT,12,2,0.030303030303030304,0.19252097902097462,83.24556876456876
7,Barcelona,66,SAI,2,HARD,14,16,0.24242424242424243,0.14573826173825954,82.87327972027971
7,Barcelona,66,SAI,3,HARD,21,32,0.48484848484848486,0.030131470425309823,83.3258005170185
7,Barcelona,66,VER,1,SOFT,10,2,0.030303030303030304,0.22473333333333192,80.46812727272723
7,Barcelona,66,VER,2,MEDIUM,15,14,0.21212121212121213,0.13532727272727518,80.6921636363636
7,Barcelona,66,VER,3,HARD,9,31,0.4696969696969697,0.11729393939393865,80.65849393939392
7,Barcelona,66,VER,4,MEDIUM,22,42,0.6363636363636364,0.15289634883598568,79.90636763570045
8,Austrian,71,ALB,1,MEDIUM,16,2,0.028169014084507043,0.07928282932891685,72.6684288525269
8,Austrian,71,ALB,2,MEDIUM,14,20,0.28169014084507044,0.08061660219691569,72.32290893186867
8,Austrian,71,ALB,3,HARD,30,39,0.5492957746478874,0.11470646284311307,72.1444776211946
8,Austrian,71,ALO,1,MEDIUM,21,2,0.028169014084507043,0.08424591183464461,73.31658713493077
8,Austrian,71,ALO,2,SOFT,23,26,0.36619718309859156,0.044085578689526075,73.88255786895287
8,Austrian,71,ALO,3,SOFT,18,51,0.7183098591549296,0.12553295832788358,72.86759846315596
8,Austrian,71,ANT,1,MEDIUM,22,2,0.028169014084507043,0.05653207784254894,70.60420019723085
8,Austrian,71,ANT,2,HARD,24,27,0.38028169014084506,0.058896883037355734,70.10962221677893
8,Austrian,71,ANT,3,HARD,18,54,0.7605633802816901,0.052659893312406225,70.03311914417358
8,Austrian,71,BEA,1,MEDIUM,22,2,0.028169014084507043,0.07734009591143674,72.53482187989601
8,Austrian,71,BEA,2,HARD,18,27,0.38028169014084506,0.12854534222881478,71.82306638662384
8,Austrian,71,BEA,3,MEDIUM,23,47,0.6619718309859155,0.06108795353796088,72.06729719881038
8,Austrian,71,BOR,1,SOFT,15,2,0.028169014084507043,0.042997535211269776,71.95381267605633
8,Austrian,71,BOR,2,MEDIUM,22,19,0.2676056338028169,0.08861661008750356,71.09766303949934
8,Austrian,71,BOR,3,HARD,23,46,0.647887323943662,0.08397704269974635,71.56496545807101
8,Austrian,71,COL,1,MEDIUM,18,2,0.028169014084507043,0.06434513583046092,72.7000383726508
8,Austrian,71,COL,2,HARD,20,22,0.30985915492957744,0.10734385232314339,71.60262381402934
8,Austrian,71,COL,3,MEDIUM,22,48,0.676056338028169,0.06024073451869587,71.72979708338528
8,Austrian,71,GAS,1,MEDIUM,11,2,0.028169014084507043,0.1712134443021778,72.25943994878361
